site_name,long_name,lon,coord_datum,alt,alt_datum,site_type,dvqcoefs.c,COMID,VPU,Source,ndays,nyears,Azimuth,tree_height,Width,PAR_sum,Stream_PAR_sum,ann_GPP_C,ann_ER_C,Wtemp_mean,Wtemp_cv,Wtemp_skew,Wtemp_kurt,Wtemp_amp,Wtemp_phase,Wtemp_ar1,Disch_mean,Disch_cv,Disch_skew,Disch_kurt,Disch_amp,Disch_phase,Disch_ar1,PAR_mean,PAR_cv,PAR_skew,PAR_kurt,PAR_amp,PAR_phase,PAR_ar1,LAI_mean,LAI_cv,LAI_skew,LAI_kurt,LAI_amp,LAI_phase,LAI_ar1,MOD_ann_NPP,lat,dvqcoefs.f,dvqcoefs.a,dvqcoefs.b,dvqcoefs.k,dvqcoefs.m,struct.canal_flag,struct.dam_flag,struct.npdes_flag,slope_calc,HYRIV_ID,HydroATLAS_near_dist_m,HydroATLAS_dis_m3_pyr,HydroATLAS_run_mm_cyr,HydroATLAS_ria_ha_csu,HydroATLAS_ele_mt_cav,HydroATLAS_ele_mt_cmn,HydroATLAS_ele_mt_cmx,HydroATLAS_slp_dg_cav,HydroATLAS_slp_dg_uav,HydroATLAS_sgr_dk_rav,HydroATLAS_tmp_dc_cyr,HydroATLAS_tmp_dc_uyr,HydroATLAS_tmp_dc_c01,HydroATLAS_tmp_dc_c02,HydroATLAS_tmp_dc_c03,HydroATLAS_tmp_dc_c04,HydroATLAS_tmp_dc_c05,HydroATLAS_tmp_dc_c06,HydroATLAS_tmp_dc_c07,HydroATLAS_tmp_dc_c08,HydroATLAS_tmp_dc_c09,HydroATLAS_tmp_dc_c10,HydroATLAS_tmp_dc_c11,HydroATLAS_tmp_dc_c12,HydroATLAS_pre_mm_cyr,HydroATLAS_pre_mm_uyr,HydroATLAS_pre_mm_c01,HydroATLAS_pre_mm_c02,HydroATLAS_pre_mm_c03,HydroATLAS_pre_mm_c04,HydroATLAS_pre_mm_c05,HydroATLAS_pre_mm_c06,HydroATLAS_pre_mm_c07,HydroATLAS_pre_mm_c08,HydroATLAS_pre_mm_c09,HydroATLAS_pre_mm_c10,HydroATLAS_pre_mm_c11,HydroATLAS_pre_mm_c12,HydroATLAS_ari_ix_cav,HydroATLAS_ari_ix_uav,HydroATLAS_glc_cl_cmj,HydroATLAS_wet_pc_cg2,HydroATLAS_wet_pc_ug2,HydroATLAS_for_pc_cse,HydroATLAS_for_pc_use,HydroATLAS_crp_pc_cse,HydroATLAS_crp_pc_use,HydroATLAS_ppd_pk_cav,HydroATLAS_ppd_pk_uav,HydroATLAS_rdd_mk_cav,HydroATLAS_rdd_mk_uav,HydroATLAS_hdi_ix_cav,HydroATLAS_urb_pc_cse,HydroATLAS_urb_pc_use,NHD_GNIS_NAME,NHD_FTYPE,NHD_FCODE,NHD_QE_MA,NHD_VE_MA,NHD_near_dist_m,IGBP_LC_Type1Class2018,IGBP_LU_category,US_state,region,reach_proportion,NHD_STREAMORDE,NHD_HYDROSEQ,NHD_STARTFLAG,NHD_REACHCODE,NHD_AREASQKM,NHD_TOTDASQKM,NHD_LENGTHKM,NHD_SLOPE,NHD_SLOPELENKM,NHD_TIDAL,NHD_MAXELEVSMO,NHD_MINELEVSMO,NHD_AREASQKM_corr,NHD_TOTDASQKM_corr,areal_corr_factor,ElevWs,PrecipWs,TminWs,TmaxWs,TmeanWs,RunoffWs,PctImp2006Ws,PctImp2008Ws,PctImp2011Ws,PctImp2001Ws,PctImp2013Ws,PctImp2019Ws,PctImp2016Ws,PctImp2004Ws,PctOw2011Ws,PctIce2011Ws,PctUrbOp2011Ws,PctUrbLo2011Ws,PctUrbMd2011Ws,PctUrbHi2011Ws,PctBl2011Ws,PctDecid2011Ws,PctConif2011Ws,PctMxFst2011Ws,PctShrb2011Ws,PctGrs2011Ws,PctHay2011Ws,PctCrop2011Ws,PctWdWet2011Ws,PctHbWet2011Ws,PctOw2016Ws,PctIce2016Ws,PctUrbOp2016Ws,PctUrbLo2016Ws,PctUrbMd2016Ws,PctUrbHi2016Ws,PctBl2016Ws,PctDecid2016Ws,PctConif2016Ws,PctMxFst2016Ws,PctShrb2016Ws,PctGrs2016Ws,PctHay2016Ws,PctCrop2016Ws,PctWdWet2016Ws,PctHbWet2016Ws,HUDen2010Ws,PopDen2010Ws,SN_2008Ws,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,DamNIDStorWs,DamNrmStorWs,NABD_NIDStorWs,NABD_NrmStorWs,DamDensWs,SuperfundDensWs,NPDESDensWs,TRIDensWs,RdDensWs,NABD_DensWs,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,CBNFWs,FertWs,ManureWs,WtDepWs,OmWs,PermWs,RckDepWs,BFIWs,HydrlCondWs,NWs,Al2O3Ws,CaOWs,Fe2O3Ws,K2OWs,MgOWs,Na2OWs,P2O5Ws,SWs,SiO2Ws,precip_runoff_ratio
nwis_03039035,"Allegheny River at Lock & Dam 6 at Clinton, PA",-79.5811111,NAD83,760.4,NGVD29,ST,NA,4742257,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.71666667,NA,NA,NA,NA,NA,NA,NA,NA,0.008905195,70550168,11.73627775,466.464,561,44.278,302,231,397,73,55,37,94,76,-39,-27,31,88,144,191,214,207,170,108,52,-8,1030,1122,64,60,84,86,102,107,107,99,90,72,82,75,98,117,2,0,2,100,94,9,11,13.447,27.421,260,340,943,0,1,Allegheny River,ArtificialPath,55800,17414.545,2.45033,161.9422947,4,forested,Pennsylvania,PA,0.5696829999999999,6,430001823,0,05010006000003,0.684,24145.4817,0.619,3.0694e-4,0.619,0,23428,23409,0.38966,24145.18736,0.9999878097275648,484.6971,1146.4771796596215,-9.808761538741502,13.664808010239243,7.98042324415418,649.9025,1.06,1.09,1.11,1.02,1.17,1.23,1.2,1.05,1.1,0,4.79,1.41,0.48,0.14,0.23,50.53,3.25,15.47,1.46,1.1,13.14,3.49,3.01,0.41,1.08,0,4.82,1.44,0.57,0.16,0.21,50.42,3.25,15.5,1.57,1,12.79,3.73,3.06,0.39,13.2802,26.3741,745.115,12.403,5.0229,2.8704,122637.309,46615.3051,122409.9895,46413.7182,0.0058,0.0014,0.0019,0.0138,1.7581,0.0047,0,0,0,0,0,61.76,0,28.29,1.25,4.65,1.36,0,0,0,0,2.25,0,0.43,3.0339,2.7082,1.469,104.3828,0.8693,7.3644,129.0943,40.2317,0.1577,0.0888,8.2621,4.1241,2.6405,1.6948,1.3974,0.5796,0.1724,0.2529,62.4692,1.7640756569787337
nwis_03039036,"Allegheny River below Lock & Dam 6 at Clinton, PA",-79.5811111,NAD83,760,NGVD29,ST,NA,4742269,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.715,NA,NA,NA,NA,NA,NA,NA,NA,0.00924035,70550168,11.73657043,466.464,561,44.278,302,231,397,73,55,37,94,76,-39,-27,31,88,144,191,214,207,170,108,52,-8,1030,1122,64,60,84,86,102,107,107,99,90,72,82,75,98,117,2,0,2,100,94,9,11,13.447,27.421,260,340,943,0,1,Allegheny River,ArtificialPath,55800,17414.904,3.41979,166.4174457,10,grassland,Pennsylvania,PA,0.6066940000000001,6,430001818,0,05010006000003,0.9585,24146.4402,0.993,0.00321248,0.993,0,23409,23090,0.58152,24146.06322,0.9999843877608096,484.688,1146.4721802199479,-9.808680320640367,13.664918995205419,7.980519763761401,649.9006,1.06,1.09,1.11,1.02,1.17,1.23,1.2,1.05,1.1,0,4.79,1.41,0.48,0.14,0.23,50.53,3.25,15.47,1.46,1.1,13.14,3.49,3.01,0.41,1.08,0,4.82,1.44,0.57,0.16,0.21,50.42,3.25,15.5,1.57,1,12.79,3.73,3.06,0.39,13.2803,26.3744,745.1115,12.4029,5.0229,2.8704,123347.6072,47328.6209,123120.2967,47127.0421,0.0058,0.0014,0.0019,0.0138,1.7581,0.0047,0,0,0,0,0,61.76,0,28.29,1.25,4.65,1.36,0,0,0,0,2.25,0,0.43,3.0339,2.7082,1.469,104.385,0.8693,7.3643,129.0923,40.2315,0.1577,0.0888,8.262,4.1243,2.6404,1.6948,1.3974,0.5796,0.1724,0.2529,62.4686,1.7640731216742187
nwis_03071605,"Cheat River at Davidson, PA",-79.858925,NAD83,787,NAVD88,ST,NA,3773975,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.72233056,NA,NA,NA,NA,NA,NA,NA,NA,5.63402e-4,70576392,221.3036629,76.413,593,12.673,311,264,355,76,98,117,108,85,-17,-5,48,102,156,202,223,215,179,115,61,9,1056,1276,72,65,93,94,104,104,111,98,86,70,82,78,96,129,2,0,6,100,97,6,8,42.177,12.074,988,191,794,0,0,Cheat River,ArtificialPath,55800,3393.191,2.34687,29.28674686,4,forested,Pennsylvania,PA,0.552019,6,430002986,0,05020004001296,0.5931,3646.3257,0.686,0.00303206,0.686,0,24195,23987,0.3274,3646.06,0.9999271321264581,811.1989,1332.6528169570834,-8.173063387998992,14.454549452488274,8.68339072672604,888.6946,0.55,0.57,0.59,0.51,0.61,0.67,0.64,0.52,0.64,0,4.13,0.64,0.28,0.06,1.13,60.1,5.06,17.37,0.41,1.24,6.26,0.34,1.13,1.21,0.64,0,4.15,0.66,0.33,0.08,1.09,59.68,5,17.36,0.71,1.43,6.14,0.4,1.28,1.05,6.2976,12.0542,785.9567,12.3206,5.1702,3.0788,28952.1557,16432.9784,28903.3418,16410.3136,0.0069,0,0,0.0033,1.5999,0.0049,0,0,0,0,0,96.89,0,0,0,0,0,0,0,0,0,3.11,0,0,1.0651,2.1282,0.1288,157.074,0.6298,9.9059,97.0842,35.7304,0.9613,0.1274,6.8771,7.6127,2.4614,1.4646,1.6217,0.5479,0.195,0.381,56.4476,1.4995621858814978
nwis_03071690,"Cheat River at Nilan, PA",-79.8902778,NAD83,781,NAVD88,ST,NA,3773973,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.73166667,NA,NA,NA,NA,NA,NA,NA,NA,0.001930719,70575967,59.53466208,77.306,587,30.744,328,239,396,64,97,23,107,85,-18,-5,48,102,156,202,223,215,179,115,61,8,1056,1274,72,65,93,94,103,104,111,99,86,70,82,78,96,128,2,0,6,100,97,11,8,80.301,12.48,934,196,808,0,0,Cheat River,ArtificialPath,55800,3405.521,1.1313,56.39087898,8,grassland,Pennsylvania,PA,0.6148290000000001,6,430002949,0,05020004001282,2.2842,3675.5271,2.787,1e-5,2.787,0,23796,23796,1.40439,3674.64729,0.9997606302508285,807.3722,1330.7196944057941,-8.151647142244425,14.474667828717802,8.702348097933708,888.4986,0.56,0.58,0.6,0.52,0.62,0.68,0.65,0.54,0.65,0,4.15,0.66,0.29,0.06,1.12,60.04,5.02,17.29,0.41,1.25,6.36,0.38,1.12,1.2,0.65,0,4.16,0.68,0.33,0.08,1.08,59.62,4.97,17.28,0.71,1.44,6.23,0.45,1.27,1.05,6.424,12.3435,785.183,12.3095,5.1648,3.0751,28722.136,16302.4213,28673.71,16279.936600000001,0.0068,0,0,0.0033,1.6107,0.0049,0,0,0,0,0,96.92,0,0,0,0,0,0,0,0,0,3.08,0,0,1.1117,2.1388,0.1343,156.9887,0.6293,9.8606,97.1549,35.712,0.9544,0.128,6.8619,7.6734,2.4578,1.461,1.6256,0.5474,0.1956,0.381,56.2971,1.4977172664152696
nwis_03072655,"Monongahela River near Masontown, PA",-79.9228329,NAD83,769,NGVD29,ST,0.211508837171672,3788105,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.82507696,0.458385928516623,72.8171551550037,0.081614071483377,0.0649288595364607,0.46,95,0,0,2.79258e-4,70573909,130.3536972,247.645,570,37.945,287,236,359,56,91,17,108,96,-17,-5,49,103,157,203,224,216,180,117,62,9,1031,1232,69,63,91,92,102,101,108,96,84,68,80,75,93,117,2,0,2,100,98,20,12,58.868,33.887,448,399,943,0,1,Monongahela River,ArtificialPath,55800,8812.822,2.62646,94.51671804,8,grassland,Pennsylvania,PA,0.726788,7,430002795,0,05020005000243,4.6224,11549.5992,2.832,0.00142302,2.832,0,23714,23311,3.3595,11548.3363,0.9998906542142173,596.0429,1264.4775917958166,-7.121105284658098,15.97588163010901,9.897243012537416,701.1471,1.39,1.43,1.46,1.31,1.5,1.58,1.54,1.33,0.67,0,4.68,1.62,0.79,0.22,0.58,65.73,1.66,9.64,0.57,1.64,10.96,0.44,0.38,0.42,0.66,0,4.75,1.66,0.85,0.25,0.57,65.37,1.65,9.69,0.85,1.66,10.74,0.5,0.43,0.37,15.3369,32.998,758.8741,11.9778,4.9879,2.9453,77895.5458,32185.9966,83309.0865,33941.6028,0.013,0.0012,0.0014,0.0087,2.1804,0.0087,0,0,0,0,0,96.08,0,0,0,0,0,0,0,0,0,3.81,0,0.11,1.5262,2.7046,0.1217,155.0771,0.5703,6.9476,99.3487,31.7298,3.4963,0.1739,6.532,9.505,2.633,1.4051,1.889,0.522,0.1977,0.4696,50.8259,1.8034412347934072
nwis_03073000,"South Fork Tenmile Creek at Jefferson, PA",-80.072558,NAD83,850,NGVD29,ST,0.333063453093563,3789647,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.92313056,0.491165250756223,17.5015336158276,0.158834749243778,0.171552445414866,0.349999999999999,95,0,80,6.47461e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Fork Tenmile Creek,StreamRiver,46006,211.989,1.05109,15.69995836,8,grassland,Pennsylvania,PA,0.5787850000000001,5,430016085,0,05020005000126,3.3048,467.694,2.895,1.4853e-4,2.895,0,26339,26296,1.91277,466.30197000000004,0.9970236308355463,367.4955,1060.8679679470765,-7.447031335065191,16.502048609247037,10.175417941242511,421.0704,1.5,1.55,1.68,1.42,1.79,2.1,2.03,1.44,0.12,0,6.17,1.77,0.81,0.34,0.15,53.48,0.09,16.31,0.3,0.9,16.02,3.46,0.05,0.02,0.12,0,6.27,1.92,1.02,0.51,0.16,52.7,0.12,16.4,0.41,1.07,15.65,3.57,0.05,0.02,12.8646,34.1804,695.5027,11.0672,4.6153,2.731,32496.826,722.5854,1215.8255,672.5282,0.0257,0,0.0021,0.0086,2.4288,0.0064,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5.2408,0.8079,0.2037,108.2614,0.5309,4.4357,107.158,34.1282,0.1834,0.179,4.6583,12.6777,1.8766,0.979,1.5984,0.4649,0.26,0.4883,45.0402,2.5194551028689656
nwis_03075070,"Monongahela River at Elizabeth, PA",-79.9011597,NAD83,717.9,NGVD29,ST,0.199871023530016,3785895,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.26229225,0.472468888616577,80.8369873313801,0.0775311113834234,0.0618927876659678,0.45,95,0,0,0.00274576,70562051,217.0938428,288.875,536,38.953,287,225,367,59,87,15,105,97,-25,-12,44,99,156,202,224,216,179,115,60,4,971,1199,64,60,86,85,98,95,101,92,81,64,75,70,89,114,2,0,2,98,95,5,14,374.103,42.406,4841,513,943,32,2,Monongahela River,ArtificialPath,55800,9716.469,2.2622,161.1160648,13,urban,Pennsylvania,PA,0.15982699999999994,7,430002178,0,05020005000008,2.4417,13832.3448,0.948,3.9029e-4,0.948,0,22199,22162,0.39025,13830.29335,0.9998516918114996,554.7646,1227.6646201306614,-7.020561375423622,16.072958253418612,10.002468150770342,655.1737,1.74,1.79,1.84,1.64,1.88,1.98,1.94,1.67,0.73,0,5.1,2.02,1,0.31,0.54,62.39,1.4,10.15,0.52,1.62,12.06,1.47,0.33,0.35,0.73,0,5.19,2.07,1.08,0.35,0.53,62.02,1.39,10.2,0.77,1.63,11.8,1.57,0.37,0.31,19.0557,41.2216,746.0863,11.7938,4.9086,2.8967,75978.4141,34248.6072,76322.0802,34467.5881,0.0165,0.0013,0.002,0.0103,2.3212,0.0091,0,0,0,0,0,96.59,0,0,0,0,0,0,0,0,0,3.32,0,0.09,2.3791,2.5852,0.1973,148.9292,0.5663,6.5523,100.7908,32.0681,2.9455,0.1823,6.2508,9.9421,2.5071,1.3348,1.8221,0.5094,0.2013,0.4798,49.4898,1.8738002153179552
nwis_03077100,Youghiogheny R at dam outlet tunnel nr Confluence,-79.3686111,NAD83,1370,NGVD29,ST,NA,3809041,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.80138889,NA,NA,NA,NA,NA,NA,NA,NA,0.00475222,70574377,11.8954996,20.83,610,4.356,458,429,521,95,60,113,96,82,-32,-19,35,89,143,189,212,206,170,106,53,-6,1089,1211,74,68,94,98,106,101,116,96,89,75,85,85,104,123,2,0,2,100,93,7,15,6.904,22.755,382,322,943,0,0,Youghiogheny River,ArtificialPath,55800,910.684,0.92775,32.43486872,8,grassland,Pennsylvania,PA,0.07557900000000006,5,430009600,0,05020006001744,0.2331,1115.8884,0.193,1e-5,0.193,0,40434,40434,0.01762,1115.67292,0.9998068982525492,743.1776,1247.0933019716445,-8.03344484662058,14.373590145445908,8.67233458614939,673.5163,1.13,1.17,1.2,1.03,1.23,1.34,1.29,1.06,2.71,0,6.07,1.32,0.61,0.14,0.58,51.91,1.34,11.14,0.3,1.7,17.24,1.11,1.77,2.07,2.66,0,6.01,1.37,0.69,0.15,0.64,51.85,1.31,11.21,0.57,1.44,16.97,1.46,1.93,1.74,14.7572,22.0339,780.5729,12.2109,4.9983,2.8897,502771.8513,270131.5014,502777.5992,270150.514,0.0143,0,9e-4,0.0018,2.1302,0.0143,0,0,0,0,0,96.94,0,0,0,0,0,0,0,0,0,0,0,3.06,5.2706,5.0133,1.7027,142.6966,0.6087,10.9228,100.7349,38.9266,0.1458,0.1272,8.2573,6.9775,2.7673,1.6811,2.1503,0.6126,0.2102,0.4729,56.8427,1.8516156208419075
nwis_03081000,"Youghiogheny River below Confluence, PA",-79.3725353,NAD83,1302.77,NGVD29,ST,0.21868218631515501,3809023,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8275767,0.475238695392137,33.0562188794212,0.124761304607863,0.13833542775091,0.4,95,0,50,0.002,70573797,63.77039721,48.798,610,14.578,492,402,581,94,58,16,92,81,-36,-22,32,86,140,186,208,202,167,104,50,-9,1104,1155,76,70,95,100,108,103,116,98,90,76,87,86,105,118,2,0,1,100,77,4,19,43.233,25.602,281,298,943,0,1,Youghiogheny River,ArtificialPath,55800,2135.26,1.29695,1.853608547,4,forested,Pennsylvania,PA,0.807443,6,430008048,0,05020006000063,2.3868,2661.6204,1.839,5.437e-5,1.839,0,39933,39923,1.9272,2661.1607999999997,0.9998273232351239,720.8755,1198.2743597815916,-8.448219816422927,14.281473622670527,8.500057966120968,671.4676,1.19,1.22,1.25,1.1,1.3,1.4,1.36,1.14,1.49,0,5.49,1.46,0.63,0.15,1.2,52.06,1.59,9.93,0.34,1.54,20.12,1.76,1.19,1.06,1.46,0,5.46,1.51,0.73,0.17,1.18,52.03,1.56,9.99,0.65,1.22,19.54,2.29,1.27,0.93,13.7907,24.5763,753.5237,11.7744,4.7524,2.6998,220484.6211,117482.462,220461.5422,117490.433,0.0158,4e-4,0.0015,0.0068,2.0268,0.0154,0,0,0,0,0,98.71,0,0,0,0,0,0,0,0,0,0,0,1.29,5.3624,5.282,2.5742,138.2123,0.5777,9.8461,103.3026,38.7566,0.1424,0.151,7.3746,8.8977,2.531,1.4878,1.9943,0.5611,0.2183,0.4106,52.3799,1.7845602077919942
nwis_03083500,"Youghiogheny River at Sutersville, PA",-79.8066944,NAD83,733.36,NGVD29,ST,0.213583904034502,3806147,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2402222,0.476621822683326,42.4678503049004,0.113378177316674,0.110248122324088,0.41,95,0,0,0.010099897,70562523,13.1320731,0.375,546,1.038,322,242,360,62,59,92,103,102,-27,-15,41,96,153,200,221,214,176,113,58,2,997,1001,66,62,88,88,100,98,102,95,84,66,78,72,92,92,2,0,0,100,100,8,12,132.429,89.325,3152,2653,943,11,3,Youghiogheny River,ArtificialPath,55800,3305.685,1.39949,37.69173345,9,grassland,Pennsylvania,PA,0.903723,6,430004884,0,05020006000007,3.7521,4434.8382,2.788,5.021e-5,2.788,0,22510,22496,3.39086,4434.47696,0.9999185449426317,615.2905,1171.5323686087058,-7.97696321705313,14.838337250173256,9.024304672176426,671.3998,2.33,2.39,2.47,2.21,2.52,2.64,2.58,2.26,1.14,0,5.93,2.81,1.36,0.41,0.86,50.77,1,11.19,0.29,1.29,17.85,3.66,0.79,0.64,1.12,0,5.96,2.86,1.46,0.44,0.83,50.68,0.99,11.23,0.5,1.08,17.35,4.09,0.84,0.57,25.754,52.6328,750.2471,11.7995,4.7955,2.7486,174345.5616,72712.8361,138271.8947,71718.0058,0.014,5e-4,0.0032,0.0135,2.4744,0.0126,0,0,0,0,0,99.23,0,0,0,0,0,0,0,0,0,0,0,0.77,5.4747,4.2991,1.8722,136.3698,0.5766,9.1755,105.9921,37.334,0.1409,0.1697,6.6379,10.2748,2.3463,1.3372,1.8846,0.5271,0.221,0.3813,48.7623,1.7449102138676624
nwis_03085002,"Monongahela R at L&D2 Lower Pool at Braddock, PA",-79.8602778,NAD83,694.2,NGVD29,ST,NA,3785857,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3925,NA,NA,NA,NA,NA,NA,NA,NA,0.010836217,70558511,206.0827624,383.777,531,95.044,285,218,362,52,80,7,103,95,-28,-15,41,96,154,200,222,214,177,113,59,2,975,1175,63,60,85,85,98,95,102,91,82,64,77,72,90,113,22,0,1,25,91,0,14,1457.111,63.866,11390,723,943,100,4,Monongahela River,ArtificialPath,55800,13142.411,1.48062,148.5895409,13,urban,Pennsylvania,PA,0.12256900000000004,7,430002124,0,05020005000003,9.0864,19008.6552,3.412,1e-5,3.412,0,21702,21702,1.11371,19000.682510000002,0.9995805758000177,560.0085,1205.3670592398973,-7.227459899306901,15.797362564969195,9.801403209587994,651.7635,2.56,2.61,2.68,2.44,2.73,2.85,2.79,2.47,0.84,0,5.62,2.83,1.54,0.51,0.6,58.39,1.25,10.46,0.45,1.5,13.16,2.01,0.43,0.41,0.83,0,5.69,2.87,1.63,0.55,0.58,58.09,1.24,10.5,0.68,1.46,12.85,2.19,0.47,0.36,29.0827,61.8074,743.4902,11.746,4.8614,2.8496,97988.7369,43878.4016,89802.1784,43790.6016,0.016,0.0013,0.0032,0.0144,2.5174,0.0102,0,0,0,0,0,97.32,0,0,0,0,0.02,0,0,0,0,2.42,0,0.25,3.086,2.9235,0.5902,144.8583,0.5686,7.0945,101.9315,33.3969,2.1815,0.1811,6.2743,10.2257,2.4442,1.3188,1.8375,0.5116,0.208,0.4539,48.7867,1.849393314047039
nwis_03105500,"Beaver River at Wampum, PA",-80.3370083,NAD83,736.24,NGVD29,ST,0.22796892441196,19464300,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.88867389,0.498617159707529,49.5894174528571,0.111382840292471,0.0884576389576853,0.39,95,0,0,0.010503331,70545385,167.9066607,93.051,521,31.392,307,227,380,50,16,23,96,91,-36,-22,31,90,146,193,215,207,171,109,52,-7,959,988,61,56,80,82,94,100,102,85,83,66,78,71,91,97,2,0,0,100,68,23,24,67.332,121.267,1139,1269,943,0,9,Beaver River,ArtificialPath,55800,2892.941,1.17698,46.50290373,13,urban,Pennsylvania,PA,0.3064969999999999,6,430004323,0,05030104000107,0.0459,5807.0709,0.2,1e-5,0.2,0,22947,22947,0.01407,5807.03907,0.9999945187512692,330.0888,1015.7704262376452,-7.8688099349053084,15.283061960977507,9.549779811370188,443.1912,5.26,5.31,5.36,5.09,5.42,5.56,5.49,5.18,3.25,0,8.71,6.94,2.48,1,0.22,34.82,0.26,2.33,0.45,0.77,17.79,15.42,5.15,0.42,3.08,0,8.64,6.95,2.61,1.04,0.24,34.7,0.26,2.35,0.55,0.83,17.38,15.72,5.17,0.45,54.9207,118.4379,737.9103,11.8755,5.1376,3.1709,304632.152,108611.5478,304470.2956,108509.1236,0.0139,0.0055,0.0048,0.0431,2.8302,0.0121,0,0,0,0,0,0.16,30.53,49.95,0,15.47,0.74,0,0,0,0,2.08,0,1.07,7.7596,10.4209,2.5005,61.414,1.224,3.8605,148.7397,37.3323,3.2205,0.0984,8.8622,6.8774,3.9142,1.7908,1.4838,0.6454,0.1946,0.2659,57.2024,2.291946289180934
