Metric.Name,Description,Data.Location
PctFire2009Ws,% Forest loss to fire (fire perimeter) for 2009 within watershed,"FirePerimeters_(RegionID).csv, FirePerimeters_(StateID).csv"
PctFire2010Cat,% Forest loss to fire (fire perimeter) for 2010 within catchment,"FirePerimeters_(RegionID).csv, FirePerimeters_(StateID).csv"
PctFire2010Ws,% Forest loss to fire (fire perimeter) for 2010 within watershed,"FirePerimeters_(RegionID).csv, FirePerimeters_(StateID).csv"
PctFire2000CatRp100,% Forest loss to fire (fire perimeter) for 2000 within catchment and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2000WsRp100,% Forest loss to fire (fire perimeter) for 2000 within watershed and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2001CatRp100,% Forest loss to fire (fire perimeter) for 2001 within catchment and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2001WsRp100,% Forest loss to fire (fire perimeter) for 2001 within watershed and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2002CatRp100,% Forest loss to fire (fire perimeter) for 2002 within catchment and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2002WsRp100,% Forest loss to fire (fire perimeter) for 2002 within watershed and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2003CatRp100,% Forest loss to fire (fire perimeter) for 2003 within catchment and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2003WsRp100,% Forest loss to fire (fire perimeter) for 2003 within watershed and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2004CatRp100,% Forest loss to fire (fire perimeter) for 2004 within catchment and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2004WsRp100,% Forest loss to fire (fire perimeter) for 2004 within watershed and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2005CatRp100,% Forest loss to fire (fire perimeter) for 2005 within catchment and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2005WsRp100,% Forest loss to fire (fire perimeter) for 2005 within watershed and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2006CatRp100,% Forest loss to fire (fire perimeter) for 2006 within catchment and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2006WsRp100,% Forest loss to fire (fire perimeter) for 2006 within watershed and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2007CatRp100,% Forest loss to fire (fire perimeter) for 2007 within catchment and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2007WsRp100,% Forest loss to fire (fire perimeter) for 2007 within watershed and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2008CatRp100,% Forest loss to fire (fire perimeter) for 2008 within catchment and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2008WsRp100,% Forest loss to fire (fire perimeter) for 2008 within watershed and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2009CatRp100,% Forest loss to fire (fire perimeter) for 2009 within catchment and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2009WsRp100,% Forest loss to fire (fire perimeter) for 2009 within watershed and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2010CatRp100,% Forest loss to fire (fire perimeter) for 2010 within catchment and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFire2010WsRp100,% Forest loss to fire (fire perimeter) for 2010 within watershed and within 100-m buffer of NHD stream lines,"FirePerimetersRipBuf100_(RegionID).csv, FirePerimetersRipBuf100_(StateID).csv"
PctFrstLoss2000Cat,% Forest cover loss (Tree canopy cover change) for 2000 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2000Ws,% Forest cover loss (Tree canopy cover change) for 2000 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2001Cat,% Forest cover loss (Tree canopy cover change) for 2001 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2001Ws,% Forest cover loss (Tree canopy cover change) for 2001 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2002Cat,% Forest cover loss (Tree canopy cover change) for 2002 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2002Ws,% Forest cover loss (Tree canopy cover change) for 2002 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2003Cat,% Forest cover loss (Tree canopy cover change) for 2003 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2003Ws,% Forest cover loss (Tree canopy cover change) for 2003 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2004Cat,% Forest cover loss (Tree canopy cover change) for 2004 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2004Ws,% Forest cover loss (Tree canopy cover change) for 2004 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2005Cat,% Forest cover loss (Tree canopy cover change) for 2005 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2005Ws,% Forest cover loss (Tree canopy cover change) for 2005 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2006Cat,% Forest cover loss (Tree canopy cover change) for 2006 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2006Ws,% Forest cover loss (Tree canopy cover change) for 2006 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2007Cat,% Forest cover loss (Tree canopy cover change) for 2007 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2007Ws,% Forest cover loss (Tree canopy cover change) for 2007 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2008Cat,% Forest cover loss (Tree canopy cover change) for 2008 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2008Ws,% Forest cover loss (Tree canopy cover change) for 2008 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2009Cat,% Forest cover loss (Tree canopy cover change) for 2009 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2009Ws,% Forest cover loss (Tree canopy cover change) for 2009 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2010Cat,% Forest cover loss (Tree canopy cover change) for 2010 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2010Ws,% Forest cover loss (Tree canopy cover change) for 2010 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2011Cat,% Forest cover loss (Tree canopy cover change) for 2011 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2011Ws,% Forest cover loss (Tree canopy cover change) for 2011 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2012Cat,% Forest cover loss (Tree canopy cover change) for 2012 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2012Ws,% Forest cover loss (Tree canopy cover change) for 2012 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2013Cat,% Forest cover loss (Tree canopy cover change) for 2013 within catchment,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2013Ws,% Forest cover loss (Tree canopy cover change) for 2013 within watershed,"ForestLossByYear0013_(RegionID).csv, ForestLossByYear0013_(StateID).csv"
PctFrstLoss2000CatRp100,% Forest cover loss (Tree canopy cover change) for 2000 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2000WsRp100,% Forest cover loss (Tree canopy cover change) for 2000 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2001CatRp100,% Forest cover loss (Tree canopy cover change) for 2001 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2001WsRp100,% Forest cover loss (Tree canopy cover change) for 2001 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2002CatRp100,% Forest cover loss (Tree canopy cover change) for 2002 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2002WsRp100,% Forest cover loss (Tree canopy cover change) for 2002 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2003CatRp100,% Forest cover loss (Tree canopy cover change) for 2003 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2003WsRp100,% Forest cover loss (Tree canopy cover change) for 2003 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2004CatRp100,% Forest cover loss (Tree canopy cover change) for 2004 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2004WsRp100,% Forest cover loss (Tree canopy cover change) for 2004 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2005CatRp100,% Forest cover loss (Tree canopy cover change) for 2005 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2005WsRp100,% Forest cover loss (Tree canopy cover change) for 2005 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2006CatRp100,% Forest cover loss (Tree canopy cover change) for 2006 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2006WsRp100,% Forest cover loss (Tree canopy cover change) for 2006 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2007CatRp100,% Forest cover loss (Tree canopy cover change) for 2007 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2007WsRp100,% Forest cover loss (Tree canopy cover change) for 2007 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2008CatRp100,% Forest cover loss (Tree canopy cover change) for 2008 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2008WsRp100,% Forest cover loss (Tree canopy cover change) for 2008 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2009CatRp100,% Forest cover loss (Tree canopy cover change) for 2009 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2009WsRp100,% Forest cover loss (Tree canopy cover change) for 2009 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2010CatRp100,% Forest cover loss (Tree canopy cover change) for 2010 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2010WsRp100,% Forest cover loss (Tree canopy cover change) for 2010 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2011CatRp100,% Forest cover loss (Tree canopy cover change) for 2011 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2011WsRp100,% Forest cover loss (Tree canopy cover change) for 2011 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2012CatRp100,% Forest cover loss (Tree canopy cover change) for 2012 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2012WsRp100,% Forest cover loss (Tree canopy cover change) for 2012 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2013CatRp100,% Forest cover loss (Tree canopy cover change) for 2013 within catchment and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctFrstLoss2013WsRp100,% Forest cover loss (Tree canopy cover change) for 2013 within watershed and within 100-m buffer of NHD stream lines,"ForestLossByYear0013RipBuf100_(RegionID).csv, ForestLossByYear0013RipBuf100_(StateID).csv"
PctNonAgIntrodManagVegCat,"% Nonagriculture nonnative introduced or managed vegetation landcover type reclassed from LANDFIRE Existing Vegetation Type (EVT), within catchment","NonAgIntrodManagVeg_(RegionID).csv, NonAgIntrodManagVeg_(StateID).csv"
PctNonAgIntrodManagVegWs,"% Nonagriculture nonnative introduced or managed vegetation landcover type reclassed from LANDFIRE Existing Vegetation Type (EVT), within watershed","NonAgIntrodManagVeg_(RegionID).csv, NonAgIntrodManagVeg_(StateID).csv"
PctNonAgIntrodManagVegCatRp100,"% Nonagriculture nonnative introduced or managed vegetation landcover type reclassed from LANDFIRE Existing Vegetation Type (EVT), within catchment and within 100-m buffer of NHD stream lines","NonAgIntrodManagVegRipBuf100_(RegionID).csv, NonAgIntrodManagVegRipBuf100_(StateID).csv"
PctNonAgIntrodManagVegWsRp100,"% Nonagriculture nonnative introduced or managed vegetation landcover type reclassed from LANDFIRE Existing Vegetation Type (EVT), within catchment and within 100-m buffer of NHD stream lines","NonAgIntrodManagVegRipBuf100_(RegionID).csv, NonAgIntrodManagVegRipBuf100_(StateID).csv"
Precip08Cat,PRISM climate data - Mean precipitation (mm) within the catchment. Period: 2008 ,"PRISM_2008_2009_(RegionID).csv, PRISM_2008_2009_(StateID).csv"
Precip08Ws,PRISM climate data - Mean precipitation (mm) within the watershed. Period: 2008 ,"PRISM_2008_2009_(RegionID).csv, PRISM_2008_2009_(StateID).csv"
Precip09Cat,PRISM climate data - Mean precipitation (mm) within the catchment. Period: 2009,"PRISM_2008_2009_(RegionID).csv, PRISM_2008_2009_(StateID).csv"
Precip09Ws,PRISM climate data - Mean precipitation (mm) within the watershed. Period: 2009,"PRISM_2008_2009_(RegionID).csv, PRISM_2008_2009_(StateID).csv"
Tmean08Cat,PRISM climate data - Mean temperature (°C) within the catchment. Period: 2008 ,"PRISM_2008_2009_(RegionID).csv, PRISM_2008_2009_(StateID).csv"
Tmean08Ws,PRISM climate data - Mean temperature (°C) within the watershed. Period: 2008 ,"PRISM_2008_2009_(RegionID).csv, PRISM_2008_2009_(StateID).csv"
Tmean09Cat,PRISM climate data - Mean temperature (°C) within the catchment. Period: 2009,"PRISM_2008_2009_(RegionID).csv, PRISM_2008_2009_(StateID).csv"
Tmean09Ws,PRISM climate data - Mean temperature (°C) within the watershed. Period: 2009,"PRISM_2008_2009_(RegionID).csv, PRISM_2008_2009_(StateID).csv"
WetIndexCat,Mean Composite Topographic Index (CTI) [Wetness Index] within catchment,"WetIndx_(RegionID).csv, WetIndx_(StateID).csv"
WetIndexWs,Mean Composite Topographic Index (CTI) [Wetness Index] within watershed,"WetIndx_(RegionID).csv, WetIndx_(StateID).csv"
MSST_2008,Predicted mean summer stream temperature (July-Aug) for year 2008,"RefStreamTempPred_(RegionID).csv, RefStreamTempPred_(StateID).csv"
MSST_2009,Predicted mean summer stream temperature (July-Aug) for year 2009,"RefStreamTempPred_(RegionID).csv, RefStreamTempPred_(StateID).csv"
MSST_2013,Predicted mean summer stream temperature (July-Aug) for year 2013,"RefStreamTempPred_(RegionID).csv, RefStreamTempPred_(StateID).csv"
MSST_2014,Predicted mean summer stream temperature (July-Aug) for year 2014,"RefStreamTempPred_(RegionID).csv, RefStreamTempPred_(StateID).csv"
MWST_2008,Predicted mean winter stream temperature (Jan-Feb) for year 2008,"RefStreamTempPred_(RegionID).csv, RefStreamTempPred_(StateID).csv"
MWST_2009,Predicted mean winter stream temperature (Jan-Feb) for year 2009,"RefStreamTempPred_(RegionID).csv, RefStreamTempPred_(StateID).csv"
MWST_2013,Predicted mean winter stream temperature (Jan-Feb) for year 2013,"RefStreamTempPred_(RegionID).csv, RefStreamTempPred_(StateID).csv"
MWST_2014,Predicted mean winter stream temperature (Jan-Feb) for year 2014,"RefStreamTempPred_(RegionID).csv, RefStreamTempPred_(StateID).csv"
MAST_2008,Predicted mean annual stream temperature (Jan-Dec) for year 2008,"RefStreamTempPred_(RegionID).csv, RefStreamTempPred_(StateID).csv"
MAST_2009,Predicted mean annual stream temperature (Jan-Dec) for year 2009,"RefStreamTempPred_(RegionID).csv, RefStreamTempPred_(StateID).csv"
MAST_2013,Predicted mean annual stream temperature (Jan-Dec) for year 2013,"RefStreamTempPred_(RegionID).csv, RefStreamTempPred_(StateID).csv"
MAST_2014,Predicted mean annual stream temperature (Jan-Dec) for year 2014,"RefStreamTempPred_(RegionID).csv, RefStreamTempPred_(StateID).csv"
NRSA_Frame,Flag indicating whether NHDPlusV2 stream segment was included as part of 2008/2009 National Rivers and Streams Assessment (NRSA) sampling frame,"NRSA_PredictedBioCondition_(RegionID).csv, NRSA_PredictedBioCondition_(StateID).csv"
NARS_Region,National Aquatic Resource Surveys (NARS) reporting region. CPL = Coastal Plains; NAP = Northern Appalachia; NLP = Northern Plains; SAP = Southern Appalachia; SPL = Southern Plains; TPL = Temperate Plains; UMW = Upper Midwest; WMT = Western Mountains; XER = Xeric,"NRSA_PredictedBioCondition_(RegionID).csv, NRSA_PredictedBioCondition_(StateID).csv"
prG_BMMI,Predicted probability that a stream segment is in good biologial condition based on a random forest model of the NRSA benthic invertebrate multimetric index (BMMI),"NRSA_PredictedBioCondition_(RegionID).csv, NRSA_PredictedBioCondition_(StateID).csv"
PctUrbHi2001Cat,"% of catchment area classified as developed, high-intensity land use (NLCD 2001 class 24)","NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctUrbHi2001Ws,"% of watershed area classified as developed, high-intensity land use (NLCD 2001 class 24)","NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctUrbHi2001CatRp100,"% of catchment area classified as developed, high-intensity land use (NLCD 2001 class 24) within a 100-m buffer of NHD streams","NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctUrbHi2001WsRp100,"% of watershed area classified as developed, high-intensity land use (NLCD 2001 class 24) within a 100-m buffer of NHD streams","NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctUrbMd2001Cat,"% of catchment area classified as developed, medium-intensity land use (NLCD 2001 class 23)","NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctUrbMd2001Ws,"% of watershed area classified as developed, medium-intensity land use (NLCD 2001 class 23)","NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctUrbMd2001CatRp100,"% of catchment area classified as developed, medium-intensity land use (NLCD 2001 class 23) within a 100-m buffer of NHD streams","NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctUrbMd2001WsRp100,"% of watershed area classified as developed, medium-intensity land use (NLCD 2001 class 23) within a 100-m buffer of NHD streams","NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctUrbLo2001Cat,"% of catchment area classified as developed, low-intensity land use (NLCD 2001 class 22)","NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctUrbLo2001Ws,"% of watershed area classified as developed, low-intensity land use (NLCD 2001 class 22)","NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctUrbLo2001CatRp100,"% of catchment area classified as developed, low-intensity land use (NLCD 2001 class 22) within a 100-m buffer of NHD streams","NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctUrbLo2001WsRp100,"% of watershed area classified as developed, low-intensity land use (NLCD 2001 class 22) within a 100-m buffer of NHD streams","NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctUrbOp2001Cat,"% of catchment area classified as developed, open space land use (NLCD 2001 class 21)","NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctUrbOp2001Ws,"% of watershed area classified as developed, open space land use (NLCD 2001 class 21)","NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctUrbOp2001CatRp100,"% of catchment area classified as developed, open space land use (NLCD 2001 class 21) within a 100-m buffer of NHD streams","NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctUrbOp2001WsRp100,"% of watershed area classified as developed, open space land use (NLCD 2001 class 21) within a 100-m buffer of NHD streams","NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctCrop2001Cat,% of catchment area classified as crop land use (NLCD 2001 class 82),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctCrop2001Ws,% of watershed area classified as crop land use (NLCD 2001 class 82),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctCrop2001CatRp100,% of catchment area classified as crop land use (NLCD 2001 class 82) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctCrop2001WsRp100,% of watershed area classified as crop land use (NLCD 2001 class 82) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctHay2001Cat,% of catchment area classified as hay land use (NLCD 2001 class 81),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctHay2001Ws,% of watershed area classified as hay land use (NLCD 2001 class 81),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctHay2001CatRp100,% of catchment area classified as hay land use (NLCD 2001 class 81) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctHay2001WsRp100,% of watershed area classified as hay land use (NLCD 2001 class 81) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctDecid2001Cat,% of catchment area classified as deciduous forest land cover (NLCD 2001 class 41),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctDecid2001Ws,% of watershed area classified as deciduous forest land cover (NLCD 2001 class 41),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctDecid2001CatRp100,% of catchment area classified as deciduous forest land cover (NLCD 2001 class 41) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctDecid2001WsRp100,% of watershed area classified as deciduous forest land cover (NLCD 2001 class 41) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctConif2001Cat,% of catchment area classified as evergreen forest land cover (NLCD 2001 class 42),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctConif2001Ws,% of watershed area classified as evergreen forest land cover (NLCD 2001 class 42),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctConif2001CatRp100,% of catchment area classified as evergreen forest land cover (NLCD 2001 class 42) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctConif2001WsRp100,% of watershed area classified as evergreen forest land cover (NLCD 2001 class 42) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctMxFst2001Cat,% of catchment area classified as mixed deciduous/evergreen forest land cover (NLCD 2001 class 43),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctMxFst2001Ws,% of watershed area classified as mixed deciduous/evergreen forest land cover (NLCD 2001 class 43),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctMxFst2001CatRp100,% of catchment area classified as mixed deciduous/evergreen forest land cover (NLCD 2001 class 43) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctMxFst2001WsRp100,% of watershed area classified as mixed deciduous/evergreen forest land cover (NLCD 2001 class 43) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
