site_name,year,long_name,Source,lat,lon,coord_datum,alt,alt_datum,site_type,COMID,VPU,ndays,nyears,ann_GPP_C,ann_ER_C,PAR_sum,Stream_PAR_sum,Wtemp_mean,Wtemp_cv,Wtemp_skew,Wtemp_kurt,Wtemp_amp,Wtemp_phase,Wtemp_ar1,Disch_mean,Disch_cv,Disch_skew,Disch_kurt,Disch_amp,Disch_phase,Disch_ar1,PAR_mean,PAR_cv,PAR_skew,PAR_kurt,PAR_amp,PAR_phase,PAR_ar1,LAI_mean,LAI_cv,LAI_skew,LAI_kurt,LAI_amp,LAI_phase,LAI_ar1,dvqcoefs.c,Azimuth,tree_height,Width,MOD_ann_NPP,dvqcoefs.f,dvqcoefs.a,dvqcoefs.b,dvqcoefs.k,dvqcoefs.m,struct.canal_flag,struct.dam_flag,struct.npdes_flag,slope_calc,HYRIV_ID,HydroATLAS_near_dist_m,HydroATLAS_dis_m3_pyr,HydroATLAS_run_mm_cyr,HydroATLAS_ria_ha_csu,HydroATLAS_ele_mt_cav,HydroATLAS_ele_mt_cmn,HydroATLAS_ele_mt_cmx,HydroATLAS_slp_dg_cav,HydroATLAS_slp_dg_uav,HydroATLAS_sgr_dk_rav,HydroATLAS_tmp_dc_cyr,HydroATLAS_tmp_dc_uyr,HydroATLAS_tmp_dc_c01,HydroATLAS_tmp_dc_c02,HydroATLAS_tmp_dc_c03,HydroATLAS_tmp_dc_c04,HydroATLAS_tmp_dc_c05,HydroATLAS_tmp_dc_c06,HydroATLAS_tmp_dc_c07,HydroATLAS_tmp_dc_c08,HydroATLAS_tmp_dc_c09,HydroATLAS_tmp_dc_c10,HydroATLAS_tmp_dc_c11,HydroATLAS_tmp_dc_c12,HydroATLAS_pre_mm_cyr,HydroATLAS_pre_mm_uyr,HydroATLAS_pre_mm_c01,HydroATLAS_pre_mm_c02,HydroATLAS_pre_mm_c03,HydroATLAS_pre_mm_c04,HydroATLAS_pre_mm_c05,HydroATLAS_pre_mm_c06,HydroATLAS_pre_mm_c07,HydroATLAS_pre_mm_c08,HydroATLAS_pre_mm_c09,HydroATLAS_pre_mm_c10,HydroATLAS_pre_mm_c11,HydroATLAS_pre_mm_c12,HydroATLAS_ari_ix_cav,HydroATLAS_ari_ix_uav,HydroATLAS_glc_cl_cmj,HydroATLAS_wet_pc_cg2,HydroATLAS_wet_pc_ug2,HydroATLAS_for_pc_cse,HydroATLAS_for_pc_use,HydroATLAS_crp_pc_cse,HydroATLAS_crp_pc_use,HydroATLAS_ppd_pk_cav,HydroATLAS_ppd_pk_uav,HydroATLAS_rdd_mk_cav,HydroATLAS_rdd_mk_uav,HydroATLAS_hdi_ix_cav,HydroATLAS_urb_pc_cse,HydroATLAS_urb_pc_use,NHD_near_dist_m,IGBP_LC_Type1Class2018,IGBP_LU_category,US_state,region,reach_proportion,NHD_STREAMORDE,NHD_HYDROSEQ,NHD_STARTFLAG,NHD_REACHCODE,NHD_AREASQKM,NHD_TOTDASQKM,NHD_LENGTHKM,NHD_SLOPE,NHD_SLOPELENKM,NHD_TIDAL,NHD_MAXELEVSMO,NHD_MINELEVSMO,NHD_AREASQKM_corr,NHD_TOTDASQKM_corr,areal_corr_factor,ElevWs,PrecipWs,TminWs,TmaxWs,TmeanWs,RunoffWs,PctImp2006Ws,PctImp2008Ws,PctImp2011Ws,PctImp2001Ws,PctImp2013Ws,PctImp2019Ws,PctImp2016Ws,PctImp2004Ws,PctOw2011Ws,PctIce2011Ws,PctUrbOp2011Ws,PctUrbLo2011Ws,PctUrbMd2011Ws,PctUrbHi2011Ws,PctBl2011Ws,PctDecid2011Ws,PctConif2011Ws,PctMxFst2011Ws,PctShrb2011Ws,PctGrs2011Ws,PctHay2011Ws,PctCrop2011Ws,PctWdWet2011Ws,PctHbWet2011Ws,PctOw2016Ws,PctIce2016Ws,PctUrbOp2016Ws,PctUrbLo2016Ws,PctUrbMd2016Ws,PctUrbHi2016Ws,PctBl2016Ws,PctDecid2016Ws,PctConif2016Ws,PctMxFst2016Ws,PctShrb2016Ws,PctGrs2016Ws,PctHay2016Ws,PctCrop2016Ws,PctWdWet2016Ws,PctHbWet2016Ws,HUDen2010Ws,PopDen2010Ws,SN_2008Ws,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,DamNIDStorWs,DamNrmStorWs,NABD_NIDStorWs,NABD_NrmStorWs,DamDensWs,SuperfundDensWs,NPDESDensWs,TRIDensWs,RdDensWs,NABD_DensWs,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,CBNFWs,FertWs,ManureWs,WtDepWs,OmWs,PermWs,RckDepWs,BFIWs,HydrlCondWs,NWs,Al2O3Ws,CaOWs,Fe2O3Ws,K2OWs,MgOWs,Na2OWs,P2O5Ws,SWs,SiO2Ws,precip_runoff_ratio
nwis_11273400,2015,SAN JOAQUIN R AB MERCED R NR NEWMAN CA,USGS (Powell Center),37.3472151,-120.9761777,"NAD83",60,NGVD29,ST,2829236,18,316,1,833.4169126535222,-1190.648635824302,15.543362656332,15.340249208143707,19.13,0.19,-0.1,0.01,1.33,187.00583025423043,0.785,2.43,0.48,0.26,0.03,1.19,37.235465865189745,0.89,42.58,0.24,-0.06,-0.04,1.35,172.62553448814487,0.348,1.1,0.3,0.43,0.17,1.08,60.309241440942216,0.88,0.861663036875554,334.0410910496935,0.5,34.8996,515.125,0.34581161762128,33.8399144240286,0.22418838237872,0.0342951953235075,0.43,95,95,95,0.001508173,70634647,80.24390991,142.636,87,10.361,21,20,23,1,73,0,164,132,72,106,128,154,192,229,254,246,222,179,117,73,272,452,55,44,40,25,5,1,0,1,7,13,39,42,18,40,13,0,5,0,43,86,29,9.873,47.428,298,396,951,0,2,31.8012425,12,agricultural,California,CA,0.817785,6,10003849,0,18040001110548,0.9666,25803.4482,2.017,4.957e-5,2.017,0,1754,1744,0.79047,25803.27207,0.9999931741680944,995.7072,634.3378949618143,-1.1591050286195126,20.078263864147353,13.102413040662665,266.9076,1.27,1.32,1.35,1.18,1.37,1.45,1.41,1.22,0.93,0.12,1.84,1.1,0.93,0.25,2.79,0.45,26.48,0.52,15.58,16.52,0.35,30.11,0.16,1.87,0.84,0.12,1.83,1.12,0.99,0.27,2.8,0.44,24.57,0.5,15.76,18.27,0.34,30.15,0.16,1.83,11.8866,33.8457,86.4159,1.7114,0.9213,0.6899,181219.4107,171340.8908,208607.8987,196420.4503,0.0027,5e-4,2e-4,0.0036,1.3131,0.0026,2.71,2.81,0,50.22,0.19,0,0,0,2.59,0,0,0,1.75,0.09,0,39.38,0,0.27,10.6962,46.047,10.9764,172.6646,0.7545,10.7754,122.8752,47.7627,51.7271,0.3609,12.2522,3.1473,13.4161,2.239,1.7753,2.053,0.1495,0.0755,51.8867,2.376619830090317
nwis_11273400,2016,SAN JOAQUIN R AB MERCED R NR NEWMAN CA,USGS (Powell Center),37.3472151,-120.9761777,"NAD83",60,NGVD29,ST,2829236,18,336,1,1149.153359087066,-1358.2940422308372,15.161823334576798,15.00002820765464,19.16,0.18,-0.08,0.03,1.34,190.84686258667824,0.849,9.62,0.52,0.47,0.29,0.87,42.51119013217429,0.908,41.43,0.27,-0.07,-0.05,1.33,177.08249951036026,0.568,1.11,0.32,0.46,0.16,1.07,66.73205756428149,0.848,0.861663036875554,334.0410910496935,0.5,34.8996,515.125,0.34581161762128,33.8399144240286,0.22418838237872,0.0342951953235075,0.43,95,95,95,0.001508173,70634647,80.24390991,142.636,87,10.361,21,20,23,1,73,0,164,132,72,106,128,154,192,229,254,246,222,179,117,73,272,452,55,44,40,25,5,1,0,1,7,13,39,42,18,40,13,0,5,0,43,86,29,9.873,47.428,298,396,951,0,2,31.8012425,12,agricultural,California,CA,0.817785,6,10003849,0,18040001110548,0.9666,25803.4482,2.017,4.957e-5,2.017,0,1754,1744,0.79047,25803.27207,0.9999931741680944,995.7072,634.3378949618143,-1.1591050286195126,20.078263864147353,13.102413040662665,266.9076,1.27,1.32,1.35,1.18,1.37,1.45,1.41,1.22,0.93,0.12,1.84,1.1,0.93,0.25,2.79,0.45,26.48,0.52,15.58,16.52,0.35,30.11,0.16,1.87,0.84,0.12,1.83,1.12,0.99,0.27,2.8,0.44,24.57,0.5,15.76,18.27,0.34,30.15,0.16,1.83,11.8866,33.8457,86.4159,1.7114,0.9213,0.6899,181219.4107,171340.8908,208607.8987,196420.4503,0.0027,5e-4,2e-4,0.0036,1.3131,0.0026,2.71,2.81,0,50.22,0.19,0,0,0,2.59,0,0,0,1.75,0.09,0,39.38,0,0.27,10.6962,46.047,10.9764,172.6646,0.7545,10.7754,122.8752,47.7627,51.7271,0.3609,12.2522,3.1473,13.4161,2.239,1.7753,2.053,0.1495,0.0755,51.8867,2.376619830090317
nwis_11447650,2016,SACRAMENTO R A FREEPORT CA,USGS (Powell Center),38.45601954,-121.5013437,"NAD83",NA,NA,ST,15048349,18,263,1,87.40051047273695,-549.0170466758125,14.495512015353599,14.085989312228289,16.12,0.16,-0.08,-0.02,1.36,199.65848621904345,0.863,638.31,0.31,0.49,0.32,0.64,45.28268255978505,0.921,39.61,0.28,-0.04,-0.06,1.31,177.70515605292724,0.523,1.91,0.11,-0.05,0,1.28,150.4082215321709,0.84,0.554357250154519,144.43331961792234,6,183.4896,701,0.278968886455119,21.0226746263038,0.251031113544881,0.0858069172474492,0.47,0,0,0,4.34e-5,70608240,64.55947539,795.161,199,269.658,3,-1,7,1,79,3,158,112,73,102,120,147,183,217,238,234,218,176,115,73,439,843,95,73,64,30,8,3,1,2,8,25,65,66,32,71,4,38,4,44,75,31,12,749.642,36.854,4911,413,951,45,2,65.481171990000007,9,grassland,California,CA,0.910317,7,10002373,0,18020163016554,51.2406,59572.5345,9.983,4.507e-5,9.983,1,353,308,46.64519,59567.93909,0.99992286025702,965.6592,991.4558217706256,-1.4666755510839191,19.235577787524615,12.350260810656714,455.6343,1.43,1.45,1.47,1.33,1.49,1.55,1.51,1.37,1.36,0.01,2.45,1.05,0.96,0.31,0.36,0.66,41.76,1.05,23.7,13.14,0.99,10.62,0.42,1.15,1.25,0.01,2.43,1.06,1,0.32,0.36,0.65,40.78,1.02,24.46,13.24,0.97,10.83,0.43,1.19,15.9066,37.7281,81.8355,1.5891,0.8518,0.6358,306544.2452,291822.3052,312699.415,299026.6235,0.0053,0.001,4e-4,0.0026,1.5867,0.0046,7.13,7.72,0.25,47.07,10.62,0,0,0,0.67,0,0,0,0,0,0,25.78,0,0.77,4.2621,12.0878,0.2201,174.2978,1.2477,5.6143,108.0565,55.3314,22.5858,0.1765,12.3762,5.2873,9.6212,1.8755,3.3223,2.1717,0.187,0.0731,54.4562,2.1759903101470313
nwis_11462500,2012,RUSSIAN R NR HOPLAND CA,USGS (Powell Center),39.02656314,-123.1305588,"NAD83",497.61,NGVD29,ST,8269119,18,300,1,169.2425631192596,-178.15680903916981,14.836030238484,11.153002437117475,13.44,0.12,-0.17,-0.02,1.21,221.13154967808202,0.817,14.9,0.63,0.76,0.55,0.48,15.404793723258619,0.366,40.54,0.27,-0.02,-0.06,1.32,180.62254589478022,0.382,1.45,0.14,0.15,-0.02,1.37,143.7732708630364,0.844,0.269023831111117,150.7261797656022,10.9,27.5844,898.5600000000001,0.385792219178946,9.59985062535819,0.204207780821053,0.387208401130297,0.410000000000001,80,0,95,0,70594968,11.67364335,23.645,747,21.316,198,148,370,62,113,19,142,129,75,94,104,123,156,189,217,213,191,155,105,77,992,1144,211,158,136,60,20,6,2,5,15,58,148,174,75,88,4,0,0,88,88,11,9,14.58,41.511,323,466,951,0,2,55.70598698,9,grassland,California,CA,0.078982,5,10013887,0,18010110000156,13.995,952.3881,4.343,9.026e-4,4.343,0,15770,15378,1.10535,939.49845,0.9864659690729022,462.2646,1157.897960928768,1.8109560489575207,21.432218699673196,14.14469501359972,590.5905,1.55,1.57,1.58,1.5,1.6,1.63,1.61,1.53,0.84,0,5.02,1.34,0.93,0.37,0.02,1.72,21.75,11.57,42.67,9.47,3.18,0.9,0.18,0.05,0.68,0,4.99,1.32,0.96,0.39,0.02,1.72,21.8,11.55,42.68,9.48,2.84,1.32,0.19,0.04,15.1926,38.2594,105.9718,2.0726,1.0735,0.7809,202818.2991,97911.6124,202818.2991,97911.6124,0.0084,0.0021,0.001,0.0094,1.9905,0.0084,0,78.41,0,0.07,0,0,0,0,0,0,0,0,0,0,0,21.52,0,0,2.0474,12.2276,0.1137,177.4573,0.7915,2.7644,103.1658,36.0998,17.0667,0.1547,8.9833,3.7057,6.7863,1.6736,2.5018,0.8109,0.1438,0.098,60.5416,1.9605766786441163
nwis_11462500,2013,RUSSIAN R NR HOPLAND CA,USGS (Powell Center),39.02656314,-123.1305588,"NAD83",497.61,NGVD29,ST,8269119,18,326,1,207.08713253660457,-224.99266918341277,15.341338675051201,11.396150009400111,13.91,0.16,-0.04,-0,1.32,213.12051573751518,0.778,5.18,0.34,0.53,0.36,0.57,32.72012649640526,0.62,42.03,0.24,0.01,-0.06,1.27,175.60021032948274,0.514,1.53,0.18,-0.07,0,1.37,141.36779405336904,0.822,0.269023831111117,150.7261797656022,10.9,27.5844,898.5600000000001,0.385792219178946,9.59985062535819,0.204207780821053,0.387208401130297,0.410000000000001,80,0,95,0,70594968,11.67364335,23.645,747,21.316,198,148,370,62,113,19,142,129,75,94,104,123,156,189,217,213,191,155,105,77,992,1144,211,158,136,60,20,6,2,5,15,58,148,174,75,88,4,0,0,88,88,11,9,14.58,41.511,323,466,951,0,2,55.70598698,9,grassland,California,CA,0.078982,5,10013887,0,18010110000156,13.995,952.3881,4.343,9.026e-4,4.343,0,15770,15378,1.10535,939.49845,0.9864659690729022,462.2646,1157.897960928768,1.8109560489575207,21.432218699673196,14.14469501359972,590.5905,1.55,1.57,1.58,1.5,1.6,1.63,1.61,1.53,0.84,0,5.02,1.34,0.93,0.37,0.02,1.72,21.75,11.57,42.67,9.47,3.18,0.9,0.18,0.05,0.68,0,4.99,1.32,0.96,0.39,0.02,1.72,21.8,11.55,42.68,9.48,2.84,1.32,0.19,0.04,15.1926,38.2594,105.9718,2.0726,1.0735,0.7809,202818.2991,97911.6124,202818.2991,97911.6124,0.0084,0.0021,0.001,0.0094,1.9905,0.0084,0,78.41,0,0.07,0,0,0,0,0,0,0,0,0,0,0,21.52,0,0,2.0474,12.2276,0.1137,177.4573,0.7915,2.7644,103.1658,36.0998,17.0667,0.1547,8.9833,3.7057,6.7863,1.6736,2.5018,0.8109,0.1438,0.098,60.5416,1.9605766786441163
nwis_11462500,2014,RUSSIAN R NR HOPLAND CA,USGS (Powell Center),39.02656314,-123.1305588,"NAD83",497.61,NGVD29,ST,8269119,18,307,1,150.05674255603728,-233.48449760286658,14.799253551264,11.168505817046555,15.12,0.14,-0.11,0.05,1.25,212.43667188024068,0.849,6.97,0.65,0.74,0.6,0.36,1.1601271541632052,0.219,40.55,0.27,-0.02,-0.05,1.31,174.8252196017639,0.478,1.42,0.19,0.13,0.17,1,152.25509582852763,0.861,0.269023831111117,150.7261797656022,10.9,27.5844,898.5600000000001,0.385792219178946,9.59985062535819,0.204207780821053,0.387208401130297,0.410000000000001,80,0,95,0,70594968,11.67364335,23.645,747,21.316,198,148,370,62,113,19,142,129,75,94,104,123,156,189,217,213,191,155,105,77,992,1144,211,158,136,60,20,6,2,5,15,58,148,174,75,88,4,0,0,88,88,11,9,14.58,41.511,323,466,951,0,2,55.70598698,9,grassland,California,CA,0.078982,5,10013887,0,18010110000156,13.995,952.3881,4.343,9.026e-4,4.343,0,15770,15378,1.10535,939.49845,0.9864659690729022,462.2646,1157.897960928768,1.8109560489575207,21.432218699673196,14.14469501359972,590.5905,1.55,1.57,1.58,1.5,1.6,1.63,1.61,1.53,0.84,0,5.02,1.34,0.93,0.37,0.02,1.72,21.75,11.57,42.67,9.47,3.18,0.9,0.18,0.05,0.68,0,4.99,1.32,0.96,0.39,0.02,1.72,21.8,11.55,42.68,9.48,2.84,1.32,0.19,0.04,15.1926,38.2594,105.9718,2.0726,1.0735,0.7809,202818.2991,97911.6124,202818.2991,97911.6124,0.0084,0.0021,0.001,0.0094,1.9905,0.0084,0,78.41,0,0.07,0,0,0,0,0,0,0,0,0,0,0,21.52,0,0,2.0474,12.2276,0.1137,177.4573,0.7915,2.7644,103.1658,36.0998,17.0667,0.1547,8.9833,3.7057,6.7863,1.6736,2.5018,0.8109,0.1438,0.098,60.5416,1.9605766786441163
nwis_11462500,2015,RUSSIAN R NR HOPLAND CA,USGS (Powell Center),39.02656314,-123.1305588,"NAD83",497.61,NGVD29,ST,8269119,18,340,1,170.9131490361466,-252.0609926147414,15.089676499044,11.325586746622328,15.17,0.12,-0.1,-0.02,1.28,206.34697689663568,0.815,6.25,0.56,0.79,0.66,0.38,23.63406915110362,0.604,41.34,0.25,-0.06,-0.05,1.33,171.92641797440984,0.483,1.46,0.17,0.05,-0.01,1.38,129.10675147539988,0.825,0.269023831111117,150.7261797656022,10.9,27.5844,898.5600000000001,0.385792219178946,9.59985062535819,0.204207780821053,0.387208401130297,0.410000000000001,80,0,95,0,70594968,11.67364335,23.645,747,21.316,198,148,370,62,113,19,142,129,75,94,104,123,156,189,217,213,191,155,105,77,992,1144,211,158,136,60,20,6,2,5,15,58,148,174,75,88,4,0,0,88,88,11,9,14.58,41.511,323,466,951,0,2,55.70598698,9,grassland,California,CA,0.078982,5,10013887,0,18010110000156,13.995,952.3881,4.343,9.026e-4,4.343,0,15770,15378,1.10535,939.49845,0.9864659690729022,462.2646,1157.897960928768,1.8109560489575207,21.432218699673196,14.14469501359972,590.5905,1.55,1.57,1.58,1.5,1.6,1.63,1.61,1.53,0.84,0,5.02,1.34,0.93,0.37,0.02,1.72,21.75,11.57,42.67,9.47,3.18,0.9,0.18,0.05,0.68,0,4.99,1.32,0.96,0.39,0.02,1.72,21.8,11.55,42.68,9.48,2.84,1.32,0.19,0.04,15.1926,38.2594,105.9718,2.0726,1.0735,0.7809,202818.2991,97911.6124,202818.2991,97911.6124,0.0084,0.0021,0.001,0.0094,1.9905,0.0084,0,78.41,0,0.07,0,0,0,0,0,0,0,0,0,0,0,21.52,0,0,2.0474,12.2276,0.1137,177.4573,0.7915,2.7644,103.1658,36.0998,17.0667,0.1547,8.9833,3.7057,6.7863,1.6736,2.5018,0.8109,0.1438,0.098,60.5416,1.9605766786441163
nwis_11462500,2016,RUSSIAN R NR HOPLAND CA,USGS (Powell Center),39.02656314,-123.1305588,"NAD83",497.61,NGVD29,ST,8269119,18,316,1,100.00636110729828,-257.0234271769317,14.5824242673816,10.939010686268375,14.07,0.1,-0.2,0,1.22,206.5877457571443,0.826,17.86,0.64,0.7,0.45,0.66,34.64240656360275,0.587,39.84,0.28,-0.03,-0.07,1.31,178.4437472899197,0.482,1.48,0.14,0.15,0.08,1.22,141.62368478223578,0.851,0.269023831111117,150.7261797656022,10.9,27.5844,898.5600000000001,0.385792219178946,9.59985062535819,0.204207780821053,0.387208401130297,0.410000000000001,80,0,95,0,70594968,11.67364335,23.645,747,21.316,198,148,370,62,113,19,142,129,75,94,104,123,156,189,217,213,191,155,105,77,992,1144,211,158,136,60,20,6,2,5,15,58,148,174,75,88,4,0,0,88,88,11,9,14.58,41.511,323,466,951,0,2,55.70598698,9,grassland,California,CA,0.078982,5,10013887,0,18010110000156,13.995,952.3881,4.343,9.026e-4,4.343,0,15770,15378,1.10535,939.49845,0.9864659690729022,462.2646,1157.897960928768,1.8109560489575207,21.432218699673196,14.14469501359972,590.5905,1.55,1.57,1.58,1.5,1.6,1.63,1.61,1.53,0.84,0,5.02,1.34,0.93,0.37,0.02,1.72,21.75,11.57,42.67,9.47,3.18,0.9,0.18,0.05,0.68,0,4.99,1.32,0.96,0.39,0.02,1.72,21.8,11.55,42.68,9.48,2.84,1.32,0.19,0.04,15.1926,38.2594,105.9718,2.0726,1.0735,0.7809,202818.2991,97911.6124,202818.2991,97911.6124,0.0084,0.0021,0.001,0.0094,1.9905,0.0084,0,78.41,0,0.07,0,0,0,0,0,0,0,0,0,0,0,21.52,0,0,2.0474,12.2276,0.1137,177.4573,0.7915,2.7644,103.1658,36.0998,17.0667,0.1547,8.9833,3.7057,6.7863,1.6736,2.5018,0.8109,0.1438,0.098,60.5416,1.9605766786441163
nwis_11463980,2012,RUSSIAN R A DIGGER BEND NR HEALDSBURG CA,USGS (Powell Center),38.6329653,-122.8555494,"NAD83",NA,NA,ST,8272297,18,225,1,260.83152702016736,-260.2160919881988,14.8820274352008,10.338363849706884,17.2,0.14,-0.06,0.04,1.34,206.46840803043509,0.806,6.58,0.25,0.15,-0.09,1.01,49.058994894837475,0.923,40.66,0.26,-0.03,-0.06,1.33,178.72163312128814,0.329,1.28,0.15,0.11,-0.06,1.39,157.50282798627518,0.821,0.286980469268217,177.94750025006,17,31.0896,1066.5,0.370783223091238,11.5716911090323,0.209216776908762,0.301127782745368,0.42,95,0,0,0.004270086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.8034817,9,grassland,California,CA,0.471545,5,10008529,0,18010110000061,7.8633,2048.6817,5.781,0.00139076,5.781,0,3734,2930,3.7079,2044.5263,0.9979716712459528,432.6926,1162.7032079628846,2.4727792642522544,21.494581938449937,14.535135744389247,589.8811,1.22,1.24,1.25,1.18,1.26,1.31,1.27,1.21,0.56,0,3.99,1.2,0.74,0.24,0.14,1.74,22.62,11.29,41.84,10.42,1.79,3.08,0.28,0.07,0.47,0,3.98,1.19,0.76,0.25,0.14,1.73,22.37,11.22,41.31,11.13,1.63,3.45,0.29,0.07,10.142,25.0041,106.5397,2.0835,1.0844,0.7919,96722.506,47953.6416,95034.2604,46265.396,0.0146,0.002,0.001,0.0054,1.8179,0.0073,0,60.39,0,22.55,0.02,0,0,0,0,0,0,0,0,0,0,17.04,0,0,2.1643,17.3195,1.0658,179.6984,0.8351,3.211,94.8614,34.356,15.3711,0.1394,9.2374,4.1194,7.0858,1.6276,3.9436,1.0107,0.1441,0.0825,58.7097,1.9710806261853189
nwis_11463980,2013,RUSSIAN R A DIGGER BEND NR HEALDSBURG CA,USGS (Powell Center),38.6329653,-122.8555494,"NAD83",NA,NA,ST,8272297,18,250,1,331.64871811890094,-264.31148457017554,15.206265034027199,10.584647870890235,17.01,0.17,-0,-0.03,1.37,195.1089425602477,0.8,5.33,0.36,0.32,-0.06,1.21,56.594787957439216,0.819,41.66,0.23,-0,-0.07,1.29,175.73581551496954,0.504,1.26,0.18,-0.06,-0,1.38,145.1327540300905,0.819,0.286980469268217,177.94750025006,17,31.0896,1066.5,0.370783223091238,11.5716911090323,0.209216776908762,0.301127782745368,0.42,95,0,0,0.004270086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.8034817,9,grassland,California,CA,0.471545,5,10008529,0,18010110000061,7.8633,2048.6817,5.781,0.00139076,5.781,0,3734,2930,3.7079,2044.5263,0.9979716712459528,432.6926,1162.7032079628846,2.4727792642522544,21.494581938449937,14.535135744389247,589.8811,1.22,1.24,1.25,1.18,1.26,1.31,1.27,1.21,0.56,0,3.99,1.2,0.74,0.24,0.14,1.74,22.62,11.29,41.84,10.42,1.79,3.08,0.28,0.07,0.47,0,3.98,1.19,0.76,0.25,0.14,1.73,22.37,11.22,41.31,11.13,1.63,3.45,0.29,0.07,10.142,25.0041,106.5397,2.0835,1.0844,0.7919,96722.506,47953.6416,95034.2604,46265.396,0.0146,0.002,0.001,0.0054,1.8179,0.0073,0,60.39,0,22.55,0.02,0,0,0,0,0,0,0,0,0,0,17.04,0,0,2.1643,17.3195,1.0658,179.6984,0.8351,3.211,94.8614,34.356,15.3711,0.1394,9.2374,4.1194,7.0858,1.6276,3.9436,1.0107,0.1441,0.0825,58.7097,1.9710806261853189
nwis_11463980,2014,RUSSIAN R A DIGGER BEND NR HEALDSBURG CA,USGS (Powell Center),38.6329653,-122.8555494,"NAD83",NA,NA,ST,8272297,18,236,1,195.82082744772,-240.46979766120992,14.6841290822016,10.386996661766709,17.97,0.14,-0.08,0.01,1.36,202.63274897835112,0.809,4.1,0.41,0.37,0.08,0.78,59.788352600175514,0.898,40.23,0.26,-0.02,-0.05,1.31,174.99434176890645,0.48,1.16,0.2,0.09,-0.05,1.36,168.00702673332674,0.84,0.286980469268217,177.94750025006,17,31.0896,1066.5,0.370783223091238,11.5716911090323,0.209216776908762,0.301127782745368,0.42,95,0,0,0.004270086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.8034817,9,grassland,California,CA,0.471545,5,10008529,0,18010110000061,7.8633,2048.6817,5.781,0.00139076,5.781,0,3734,2930,3.7079,2044.5263,0.9979716712459528,432.6926,1162.7032079628846,2.4727792642522544,21.494581938449937,14.535135744389247,589.8811,1.22,1.24,1.25,1.18,1.26,1.31,1.27,1.21,0.56,0,3.99,1.2,0.74,0.24,0.14,1.74,22.62,11.29,41.84,10.42,1.79,3.08,0.28,0.07,0.47,0,3.98,1.19,0.76,0.25,0.14,1.73,22.37,11.22,41.31,11.13,1.63,3.45,0.29,0.07,10.142,25.0041,106.5397,2.0835,1.0844,0.7919,96722.506,47953.6416,95034.2604,46265.396,0.0146,0.002,0.001,0.0054,1.8179,0.0073,0,60.39,0,22.55,0.02,0,0,0,0,0,0,0,0,0,0,17.04,0,0,2.1643,17.3195,1.0658,179.6984,0.8351,3.211,94.8614,34.356,15.3711,0.1394,9.2374,4.1194,7.0858,1.6276,3.9436,1.0107,0.1441,0.0825,58.7097,1.9710806261853189
